"crash_date","crash_time","borough","zip_code","latitude","longitude","location","on_street_name","off_street_name","cross_street_name","number_of_persons_injured","number_of_persons_killed","number_of_pedestrians_injured","number_of_pedestrians_killed","number_of_cyclist_injured","number_of_cyclist_killed","number_of_motorist_injured","number_of_motorist_killed","contributing_factor_vehicle_1","contributing_factor_vehicle_2","contributing_factor_vehicle_3","contributing_factor_vehicle_4","contributing_factor_vehicle_5","collision_id","vehicle_type_code1","vehicle_type_code2","vehicle_type_code_3","vehicle_type_code_4","vehicle_type_code_5"
"2021-04-15 00:00:00","12:26:00","MANHATTAN",10001,"40.751446","-74.001434","
,  
(40.751446, -74.001434)","WEST 29 STREET","10 AVENUE",NULL,2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way","Turning Improperly",NULL,NULL,NULL,4407829,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","08:10:00","MANHATTAN",10022,"40.76161","-73.97076","
,  
(40.76161, -73.97076)","EAST 57 STREET","PARK AVENUE",NULL,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NULL,NULL,NULL,4407496,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","16:00:00","BROOKLYN",11221,"40.689648","-73.9184","
,  
(40.689648, -73.9184)","MADISON STREET","BUSHWICK AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407609,"Sedan",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","18:30:00","BROOKLYN",11223,"40.596977","-73.97324","
,  
(40.596977, -73.97324)","MC DONALD AVENUE","AVENUE U",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407689,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-16 00:00:00","14:56:00","BROOKLYN",11220,"40.63864","-74.02245","
,  
(40.63864, -74.02245)",NULL,NULL,"350       65 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407861,"Station Wagon/Sport Utility Vehicle","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","17:30:00","STATEN ISLAND",10306,"40.565254","-74.1301","
,  
(40.565254, -74.1301)","AMBOY ROAD","GUYON AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407350,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","07:15:00","BROOKLYN",11207,"40.655895","-73.898224","
,  
(40.655895, -73.898224)",NULL,NULL,"317       DE WITT AVENUE",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407721,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","20:10:00","BROOKLYN",11238,"40.68821","-73.96583","
,  
(40.68821, -73.96583)","WASHINGTON AVENUE","LAFAYETTE AVENUE",NULL,0,0,0,0,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",NULL,NULL,NULL,4407381,"Station Wagon/Sport Utility Vehicle","Bike",NULL,NULL,NULL
"2021-04-15 00:00:00","09:28:00","MANHATTAN",10002,"40.71649","-73.98484","
,  
(40.71649, -73.98484)",NULL,NULL,"154       BROOME STREET",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407653,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-16 00:00:00","14:30:00","BRONX",10467,"40.876785","-73.87446","
,  
(40.876785, -73.87446)","EAST 209 STREET","HULL AVENUE",NULL,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NULL,NULL,NULL,4407896,"Sedan",NULL,NULL,NULL,NULL
"2021-04-16 00:00:00","18:05:00","BRONX",10467,"40.86367","-73.86741","
,  
(40.86367, -73.86741)",NULL,NULL,"2516      WHITE PLAINS ROAD",0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified",NULL,NULL,NULL,4407914,"Sedan","Taxi",NULL,NULL,NULL
"2021-04-14 00:00:00","00:00:00","BRONX",10460,"40.835827","-73.89068","
,  
(40.835827, -73.89068)",NULL,NULL,"1600      BOSTON ROAD",0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NULL,NULL,NULL,4407512,"Sedan","E-Bike",NULL,NULL,NULL
"2021-04-15 00:00:00","15:37:00","MANHATTAN",10029,"40.793396","-73.94043","
,  
(40.793396, -73.94043)",NULL,NULL,"2145      2 AVENUE",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4408427,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","17:20:00","BRONX",10472,"40.84827","-73.88312","
,  
(40.84827, -73.88312)","SOUTHERN BOULEVARD","EAST 182 STREET",NULL,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Driver Inexperience",NULL,NULL,NULL,4407532,"E-Bike","Sedan",NULL,NULL,NULL
"2021-04-16 00:00:00","09:25:00","BROOKLYN",11205,"40.693462","-73.965485","
,  
(40.693462, -73.965485)",NULL,NULL,"492       MYRTLE AVENUE",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407856,"Station Wagon/Sport Utility Vehicle","Sedan",NULL,NULL,NULL
"2021-04-15 00:00:00","16:00:00","BROOKLYN",11207,"40.66725","-73.88799","
,  
(40.66725, -73.88799)","DUMONT AVENUE","HENDRIX STREET",NULL,1,0,0,0,0,0,1,0,"Unspecified","Unspecified","Unspecified",NULL,NULL,4407729,"Van","Sedan","Sedan",NULL,NULL
"2021-04-13 00:00:00","17:55:00","BRONX",10452,"40.844105","-73.923065","
,  
(40.844105, -73.923065)","GRANT HIGHWAY","UNIVERSITY AVENUE",NULL,1,0,0,0,1,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",NULL,NULL,NULL,4407789,"Station Wagon/Sport Utility Vehicle","Bike",NULL,NULL,NULL
"2021-04-16 00:00:00","21:00:00","BROOKLYN",11203,"40.651707","-73.93121","
,  
(40.651707, -73.93121)",NULL,NULL,"4905      CHURCH AVENUE",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NULL,NULL,NULL,4408129,"Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","10:30:00","QUEENS",11420,"40.680496","-73.821365","
,  
(40.680496, -73.821365)","111 AVENUE","LEFFERTS BOULEVARD",NULL,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NULL,NULL,NULL,NULL,4407576,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","23:36:00","BRONX",10452,"40.834415","-73.92854","
,  
(40.834415, -73.92854)","OGDEN AVENUE","WEST 165 STREET",NULL,0,0,0,0,0,0,0,0,"View Obstructed/Limited","Unspecified",NULL,NULL,NULL,4408193,"Ambulance","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","00:00:00","QUEENS",11377,"40.7357","-73.90377","
,  
(40.7357, -73.90377)","51 AVENUE","61 STREET",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407643,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","19:45:00","BROOKLYN",11201,"40.69484","-73.98391","
,  
(40.69484, -73.98391)","FLATBUSH AVENUE EXTENSION","JOHNSON STREET",NULL,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NULL,NULL,NULL,4407414,"Sedan","Bike",NULL,NULL,NULL
"2021-04-14 00:00:00","07:45:00","MANHATTAN",10024,"40.785774","-73.97052","
,  
(40.785774, -73.97052)",NULL,NULL,"38        WEST 86 STREET",2,0,0,0,0,0,2,0,"Passing or Lane Usage Improper","Unspecified",NULL,NULL,NULL,4407623,"Station Wagon/Sport Utility Vehicle","Motorcycle",NULL,NULL,NULL
"2021-04-14 00:00:00","12:30:00","QUEENS",11373,"40.733017","-73.8852","
,  
(40.733017, -73.8852)",NULL,NULL,"82-26     ANKENER AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407436,"Sedan",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","15:18:00","BROOKLYN",11209,"40.620487","-74.029305","
,  
(40.620487, -74.029305)","4 AVENUE","FOREST PLACE",NULL,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NULL,NULL,NULL,NULL,4408063,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","17:50:00","BROOKLYN",11204,"40.618595","-73.99847","
,  
(40.618595, -73.99847)","16 AVENUE","71 STREET",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407388,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","10:29:00","MANHATTAN",10026,"40.803787","-73.953896","
,  
(40.803787, -73.953896)",NULL,NULL,"246       WEST 116 STREET",1,0,1,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407766,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","20:02:00","BRONX",10459,"40.82319","-73.889496","
,  
(40.82319, -73.889496)","ALDUS STREET","FAILE STREET",NULL,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NULL,NULL,NULL,4407901,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","19:00:00","BRONX",10456,"40.827927","-73.90094","
,  
(40.827927, -73.90094)","TINTON AVENUE","HOME STREET",NULL,0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407486,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","22:21:00","BROOKLYN",11213,"40.66895","-73.9339","
,  
(40.66895, -73.9339)","EASTERN PARKWAY","SCHENECTADY AVENUE",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4408264,"Moped","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-16 00:00:00","23:14:00","BRONX",10469,"40.875874","-73.84989","
,  
(40.875874, -73.84989)","BOSTON ROAD","FISH AVENUE",NULL,3,0,0,0,0,0,3,0,"Unspecified","Unspecified",NULL,NULL,NULL,4408155,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","06:35:00","MANHATTAN",10014,"40.734352","-74.00849","
,  
(40.734352, -74.00849)",NULL,NULL,"690       WASHINGTON STREET",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NULL,NULL,NULL,4407598,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-16 00:00:00","14:50:00","BROOKLYN",11236,"40.63083","-73.90736","
,  
(40.63083, -73.90736)","EAST 80 STREET","PAERDEGAT 7 STREET",NULL,2,0,0,0,0,0,2,0,"Driver Inexperience","Unspecified",NULL,NULL,NULL,4407866,"Station Wagon/Sport Utility Vehicle","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","18:35:00","BROOKLYN",11210,"40.63532","-73.95033","
,  
(40.63532, -73.95033)",NULL,NULL,"1452      FLATBUSH AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407452,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-13 00:00:00","10:30:00","BROOKLYN",11211,"40.714073","-73.95087","
,  
(40.714073, -73.95087)",NULL,NULL,"533       METROPOLITAN AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NULL,NULL,NULL,4407809,"Tractor Truck Diesel","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","06:55:00","BROOKLYN",11206,"40.702194","-73.93587","
,  
(40.702194, -73.93587)",NULL,NULL,"923       FLUSHING AVENUE",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Following Too Closely",NULL,NULL,NULL,4407393,"Sedan","Tractor Truck Gasoline",NULL,NULL,NULL
"2021-04-14 00:00:00","16:58:00","MANHATTAN",10065,"40.764362","-73.96162","
,  
(40.764362, -73.96162)","2 AVENUE","EAST 65 STREET",NULL,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407453,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","09:00:00","BRONX",10454,"40.805016","-73.92109","
,  
(40.805016, -73.92109)","BROOK AVENUE","EAST 134 STREET",NULL,0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407431,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","17:00:00","QUEENS",11422,"40.66406","-73.73846","
,  
(40.66406, -73.73846)","241 STREET","141 AVENUE",NULL,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407632,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-13 00:00:00","13:14:00","MANHATTAN",10029,"40.7963","-73.93829","
,  
(40.7963, -73.93829)","EAST 115 STREET","2 AVENUE",NULL,0,0,0,0,0,0,0,0,"Turning Improperly","Turning Improperly",NULL,NULL,NULL,4407841,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","02:25:00","QUEENS",11422,"40.66563","-73.73921","
,  
(40.66563, -73.73921)","BROOKVILLE BOULEVARD","SUNRISE HIGHWAY",NULL,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified",NULL,NULL,NULL,4407096,"Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","16:00:00","QUEENS",11436,"40.680477","-73.7921","
,  
(40.680477, -73.7921)","SUTPHIN BOULEVARD","FOCH BOULEVARD",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407658,"Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-16 00:00:00","12:26:00","MANHATTAN",10023,"40.778606","-73.98163","
,  
(40.778606, -73.98163)","AMSTERDAM AVENUE","WEST 72 STREET",NULL,1,0,0,0,0,0,1,0,"Backing Unsafely","Unspecified",NULL,NULL,NULL,4407976,"Station Wagon/Sport Utility Vehicle","Bus",NULL,NULL,NULL
"2021-04-16 00:00:00","00:30:00","QUEENS",11369,"40.75868","-73.87552","
,  
(40.75868, -73.87552)","93 STREET","32 AVENUE",NULL,1,0,0,0,1,0,0,0,"Unsafe Speed","Unspecified","Unspecified",NULL,NULL,4407714,"Sedan","Bike",NULL,NULL,NULL
"2021-04-14 00:00:00","23:36:00","BRONX",10466,"40.880257","-73.843864","
,  
(40.880257, -73.843864)",NULL,NULL,"1309      EAST 223 STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NULL,NULL,NULL,4407568,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-15 00:00:00","20:00:00","QUEENS",11691,"40.60677","-73.759575","
,  
(40.60677, -73.759575)",NULL,NULL,"13-32     EGGERT PLACE",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NULL,NULL,NULL,4407707,"AMBULANCE","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-14 00:00:00","06:13:00","BRONX",10460,"40.8351","-73.8825","
,  
(40.8351, -73.8825)",NULL,NULL,"1725      WEST FARMS ROAD",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407154,"Sedan",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","14:41:00","BROOKLYN",11236,"40.633682","-73.89868","
,  
(40.633682, -73.89868)","AVENUE M","REMSEN AVENUE",NULL,1,0,1,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407637,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","11:54:00","BROOKLYN",11201,"40.698116","-73.977325","
,  
(40.698116, -73.977325)",NULL,NULL,"21        FLUSHING AVENUE",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NULL,NULL,NULL,NULL,4407354,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-16 00:00:00","14:30:00","QUEENS",11367,"40.7158","-73.824486","
,  
(40.7158, -73.824486)","UNION TURNPIKE","134 STREET",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407852,"Sedan","Box Truck",NULL,NULL,NULL
"2021-04-15 00:00:00","23:00:00","MANHATTAN",10018,"40.75584","-73.99238","
,  
(40.75584, -73.99238)",NULL,NULL,"339       WEST 39 STREET",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4408249,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","20:19:00","BROOKLYN",11238,"40.681602","-73.95855","
,  
(40.681602, -73.95855)",NULL,NULL,"557       CLASSON AVENUE",0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NULL,NULL,NULL,4408215,"Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","14:36:00","BROOKLYN",11210,"40.62677","-73.946884","
,  
(40.62677, -73.946884)","AVENUE J","NOSTRAND AVENUE",NULL,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4408027,"Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-12 00:00:00","21:30:00","BRONX",10457,"40.854115","-73.89091","
,  
(40.854115, -73.89091)","EAST 183 STREET","3 AVENUE",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified","Unspecified",NULL,NULL,4407794,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL
"2021-04-16 00:00:00","15:21:00","BROOKLYN",11236,"40.629707","-73.90486","
,  
(40.629707, -73.90486)","EAST 80 STREET","PAERDEGAT 10 STREET",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407997,"Taxi",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","00:40:00","QUEENS",11426,"40.72654","-73.71589","
,  
(40.72654, -73.71589)","JAMAICA AVENUE","249 STREET",NULL,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction",NULL,NULL,NULL,NULL,4407408,"Sedan",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","18:00:00","STATEN ISLAND",10301,"40.634415","-74.08535","
,  
(40.634415, -74.08535)",NULL,NULL,"323       VICTORY BOULEVARD",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4408313,"Sedan",NULL,NULL,NULL,NULL
"2021-04-16 00:00:00","17:25:00","BRONX",10466,"40.89466","-73.86137","
,  
(40.89466, -73.86137)","EAST 233 STREET","BRONX BOULEVARD",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","View Obstructed/Limited",NULL,NULL,NULL,4408402,"Station Wagon/Sport Utility Vehicle","Sedan",NULL,NULL,NULL
"2021-04-16 00:00:00","06:40:00","BROOKLYN",11215,"40.669067","-73.9878","
,  
(40.669067, -73.9878)",NULL,NULL,"341       10 STREET",0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407702,"Sedan",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","11:00:00","QUEENS",11416,"40.681484","-73.85049","
,  
(40.681484, -73.85049)","102 ROAD","89 STREET",NULL,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",NULL,NULL,NULL,4407762,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","09:31:00","BRONX",10473,"40.82433","-73.874374","
,  
(40.82433, -73.874374)","BRUCKNER BOULEVARD","STRATFORD AVENUE",NULL,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NULL,NULL,NULL,4407297,"Station Wagon/Sport Utility Vehicle","Bus",NULL,NULL,NULL
"2021-04-08 00:00:00","21:52:00","BROOKLYN",11212,"40.65785","-73.91648","
,  
(40.65785, -73.91648)","ROCKAWAY PARKWAY","WILLMOHR STREET",NULL,0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4408100,"Sedan",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","17:30:00","BROOKLYN",11211,"40.71791","-73.95341","
,  
(40.71791, -73.95341)","ROEBLING STREET","NORTH 10 STREET",NULL,1,0,1,0,0,0,0,0,"Turning Improperly",NULL,NULL,NULL,NULL,4407805,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","08:30:00","QUEENS",11004,"40.73973","-73.70625","
,  
(40.73973, -73.70625)","263 STREET","83 AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407367,"Sedan",NULL,NULL,NULL,NULL
"2021-04-05 00:00:00","16:21:00","MANHATTAN",10029,"40.7952","-73.94623","
,  
(40.7952, -73.94623)",NULL,NULL,"1505      PARK AVENUE",3,0,0,0,0,0,3,0,"Passing Too Closely","Unspecified",NULL,NULL,NULL,4407837,"Station Wagon/Sport Utility Vehicle","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","10:40:00","BROOKLYN",11201,"40.694794","-73.98246","
,  
(40.694794, -73.98246)","PRINCE STREET","JOHNSON STREET",NULL,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unsafe Speed","Unspecified",NULL,NULL,4407548,"Taxi","Sedan","Sedan",NULL,NULL
"2021-04-16 00:00:00","08:30:00","BROOKLYN",11228,"40.614063","-74.01393","
,  
(40.614063, -74.01393)","86 STREET","13 AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407820,"Trailer","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-16 00:00:00","18:50:00","BROOKLYN",11218,"40.633152","-73.97762","
,  
(40.633152, -73.97762)","AVENUE F","MC DONALD AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4408150,"Sedan","Bike",NULL,NULL,NULL
"2021-04-16 00:00:00","15:23:00","BROOKLYN",11228,"40.612736","-74.01172","
,  
(40.612736, -74.01172)","14 AVENUE","86 STREET",NULL,1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",NULL,NULL,NULL,4407842,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-15 00:00:00","17:55:00","BROOKLYN",11249,"40.70166","-73.961464","
,  
(40.70166, -73.961464)","WILLIAMSBURG STREET WEST","WYTHE AVENUE",NULL,2,0,0,0,0,0,2,0,"Pavement Slippery","Unspecified",NULL,NULL,NULL,4407673,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-14 00:00:00","00:42:00","MANHATTAN",10035,"40.80641","-73.94227","
,  
(40.80641, -73.94227)","EAST 125 STREET","5 AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407278,"Taxi","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","12:30:00","MANHATTAN",10019,"40.762234","-73.98987","
,  
(40.762234, -73.98987)","WEST 48 STREET","9 AVENUE",NULL,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",NULL,NULL,NULL,NULL,4407459,"Van",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","08:30:00","BRONX",10458,"40.863647","-73.8918","
,  
(40.863647, -73.8918)","EAST 193 STREET","MARION AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4407514,"Bus",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","18:36:00","BROOKLYN",11224,"40.576626","-73.98478","
,  
(40.576626, -73.98478)","MERMAID AVENUE","WEST 17 STREET",NULL,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4408367,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","13:45:00","BROOKLYN",11214,"40.60118","-73.99098","
,  
(40.60118, -73.99098)","85 STREET","23 AVENUE",NULL,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407313,"Sedan","Sedan",NULL,NULL,NULL
"2021-04-14 00:00:00","19:46:00","BROOKLYN",11220,"40.64721","-74.01531","
,  
(40.64721, -74.01531)","51 STREET","3 AVENUE",NULL,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407396,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","12:40:00","BROOKLYN",11224,"40.57529","-73.97655","
,  
(40.57529, -73.97655)","SURF AVENUE","WEST 8 STREET",NULL,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NULL,NULL,NULL,4408053,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-15 00:00:00","20:00:00","BROOKLYN",11214,"40.601128","-73.997086","
,  
(40.601128, -73.997086)","BENSON AVENUE","BAY 28 STREET",NULL,1,0,1,0,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NULL,NULL,NULL,NULL,4407642,"Taxi",NULL,NULL,NULL,NULL
"2021-04-05 00:00:00","16:27:00","MANHATTAN",10026,"40.805824","-73.954636","
,  
(40.805824, -73.954636)",NULL,NULL,"301       WEST 118 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407774,"Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL,NULL
"2021-04-16 00:00:00","11:30:00","BRONX",10455,"40.81228","-73.90941","
,  
(40.81228, -73.90941)",NULL,NULL,"508       JACKSON AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NULL,NULL,NULL,4407967,"Sedan","Taxi",NULL,NULL,NULL
"2021-04-11 00:00:00","18:45:00","BRONX",10460,"40.84383","-73.886375","
,  
(40.84383, -73.886375)",NULL,NULL,"1988      MARMION AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407915,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","19:39:00","BROOKLYN",11226,"40.652927","-73.959335","
,  
(40.652927, -73.959335)","FLATBUSH AVENUE","CATON AVENUE",NULL,1,0,1,0,0,0,0,0,"Unspecified",NULL,NULL,NULL,NULL,4408033,NULL,NULL,NULL,NULL,NULL
"2021-04-14 00:00:00","21:00:00","BROOKLYN",11216,"40.69097","-73.94833","
,  
(40.69097, -73.94833)","MARCY AVENUE","KOSCIUSZKO STREET",NULL,2,0,0,0,0,0,2,0,"Following Too Closely","Turning Improperly",NULL,NULL,NULL,4408308,"Sedan","Station Wagon/Sport Utility Vehicle",NULL,NULL,NULL
"2021-04-15 00:00:00","23:30:00","BROOKLYN",11208,"40.683174","-73.87389","
,  
(40.683174, -73.87389)",NULL,NULL,"3289      FULTON STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NULL,NULL,NULL,4407732,"Van","Sedan",NULL,NULL,NULL
"2021-04-15 00:00:00","02:00:00","QUEENS",11372,"40.749744","-73.884315","
,  
(40.749744, -73.884315)","37 AVENUE","82 STREET",NULL,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper",NULL,NULL,NULL,NULL,4407602,"Box Truck",NULL,NULL,NULL,NULL
